day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
0,0,PICNIC_BASKET1,59223.0,19.0,59222.0,24.0,0.0,0.0,59234,19,59235.0,24.0,0.0,0.0,59228.5,0.0
0,100,PICNIC_BASKET1,59223.0,13.0,59222.0,20.0,0.0,0.0,59233,1,59234.0,32.0,0.0,0.0,59228.0,0.0
0,200,PICNIC_BASKET1,59232.0,4.0,59227.0,1.0,59226.0,35.0,59237,1,59238.0,35.0,0.0,0.0,59234.5,0.0
0,300,PICNIC_BASKET1,59224.0,2.0,59223.0,11.0,59222.0,29.0,59233,2,59234.0,11.0,59235.0,29.0,59228.5,0.0
0,400,PICNIC_BASKET1,59226.0,2.0,59225.0,13.0,59224.0,25.0,59235,2,59236.0,13.0,59237.0,25.0,59230.5,0.0
0,500,PICNIC_BASKET1,59229.0,2.0,59228.0,46.0,0.0,0.0,59239,2,59240.0,46.0,0.0,0.0,59234.0,0.0
0,600,PICNIC_BASKET1,59234.0,2.0,59233.0,13.0,59232.0,21.0,59243,2,59244.0,13.0,59245.0,21.0,59238.5,0.0
0,700,PICNIC_BASKET1,59241.0,5.0,59236.0,16.0,59235.0,20.0,59247,16,59248.0,20.0,0.0,0.0,59244.0,0.0
0,800,PICNIC_BASKET1,59236.0,10.0,59235.0,30.0,0.0,0.0,59247,10,59248.0,30.0,0.0,0.0,59241.5,0.0
0,900,PICNIC_BASKET1,59238.0,2.0,59237.0,20.0,59236.0,26.0,59247,2,59248.0,20.0,59249.0,26.0,59242.5,0.0
0,1000,PICNIC_BASKET1,59234.0,2.0,59233.0,16.0,59232.0,19.0,59243,2,59244.0,16.0,59245.0,19.0,59238.5,0.0
0,1100,PICNIC_BASKET1,59233.0,2.0,59232.0,16.0,59231.0,16.0,59242,2,59243.0,16.0,59244.0,16.0,59237.5,0.0
0,1200,PICNIC_BASKET1,59232.0,2.0,59231.0,13.0,59230.0,24.0,59241,2,59242.0,13.0,59243.0,24.0,59236.5,0.0
0,1300,PICNIC_BASKET1,59227.0,1.0,59226.0,14.0,59225.0,29.0,59236,1,59237.0,14.0,59238.0,29.0,59231.5,0.0
0,1400,PICNIC_BASKET1,59230.0,2.0,59229.0,15.0,59228.0,24.0,59239,2,59240.0,15.0,59241.0,24.0,59234.5,0.0
0,1500,PICNIC_BASKET1,59225.0,2.0,59224.0,18.0,59223.0,18.0,59234,2,59235.0,18.0,59236.0,18.0,59229.5,0.0
0,1600,PICNIC_BASKET1,59224.0,1.0,59223.0,10.0,59222.0,25.0,59233,1,59234.0,10.0,59235.0,25.0,59228.5,0.0
0,1700,PICNIC_BASKET1,59225.0,20.0,59224.0,17.0,0.0,0.0,59236,20,59237.0,17.0,0.0,0.0,59230.5,0.0
0,1800,PICNIC_BASKET1,59227.0,2.0,59226.0,12.0,59225.0,23.0,59236,2,59237.0,12.0,59238.0,23.0,59231.5,0.0
0,1900,PICNIC_BASKET1,59232.0,7.0,59228.0,2.0,59227.0,17.0,59238,19,59239.0,19.0,0.0,0.0,59235.0,0.0
0,2000,PICNIC_BASKET1,59229.0,1.0,59228.0,14.0,59227.0,23.0,59238,1,59239.0,14.0,59240.0,23.0,59233.5,0.0
0,2100,PICNIC_BASKET1,59225.0,13.0,59224.0,29.0,0.0,0.0,59236,13,59237.0,29.0,0.0,0.0,59230.5,0.0
0,2200,PICNIC_BASKET1,59227.0,2.0,59226.0,15.0,59225.0,21.0,59236,2,59237.0,15.0,59238.0,21.0,59231.5,0.0
0,2300,PICNIC_BASKET1,59225.0,2.0,59224.0,18.0,59223.0,24.0,59234,2,59235.0,18.0,59236.0,24.0,59229.5,0.0
0,2400,PICNIC_BASKET1,59229.0,2.0,59228.0,13.0,59227.0,21.0,59238,2,59239.0,13.0,59240.0,21.0,59233.5,0.0
0,2500,PICNIC_BASKET1,59230.0,1.0,59229.0,15.0,59228.0,15.0,59239,1,59240.0,15.0,59241.0,15.0,59234.5,0.0
0,2600,PICNIC_BASKET1,59227.0,15.0,59226.0,27.0,0.0,0.0,59238,15,59239.0,27.0,0.0,0.0,59232.5,0.0
0,2700,PICNIC_BASKET1,59226.0,1.0,59225.0,17.0,59224.0,20.0,59235,1,59236.0,17.0,59237.0,20.0,59230.5,0.0
0,2800,PICNIC_BASKET1,59230.0,40.0,0.0,0.0,0.0,0.0,59241,20,59242.0,20.0,0.0,0.0,59235.5,0.0
0,2900,PICNIC_BASKET1,59230.0,2.0,59229.0,18.0,59228.0,28.0,59239,2,59240.0,18.0,59241.0,28.0,59234.5,0.0
0,3000,PICNIC_BASKET1,59229.0,2.0,59228.0,13.0,59227.0,26.0,59238,2,59239.0,13.0,59240.0,26.0,59233.5,0.0
0,3100,PICNIC_BASKET1,59229.0,2.0,59228.0,19.0,59227.0,29.0,59238,2,59239.0,19.0,59240.0,29.0,59233.5,0.0
0,3200,PICNIC_BASKET1,59226.0,2.0,59225.0,12.0,59224.0,22.0,59235,2,59236.0,12.0,59237.0,22.0,59230.5,0.0
0,3300,PICNIC_BASKET1,59222.0,2.0,59221.0,10.0,59220.0,26.0,59232,12,59233.0,26.0,0.0,0.0,59227.0,0.0
0,3400,PICNIC_BASKET1,59219.0,12.0,59218.0,15.0,0.0,0.0,59229,2,59230.0,25.0,0.0,0.0,59224.0,0.0
0,3500,PICNIC_BASKET1,59224.0,2.0,59223.0,10.0,59222.0,18.0,59234,10,59235.0,18.0,0.0,0.0,59229.0,0.0
0,3600,PICNIC_BASKET1,59224.0,16.0,59223.0,21.0,0.0,0.0,59235,16,59236.0,21.0,0.0,0.0,59229.5,0.0
0,3700,PICNIC_BASKET1,59220.0,2.0,59219.0,10.0,59218.0,28.0,59229,2,59230.0,10.0,59231.0,28.0,59224.5,0.0
0,3800,PICNIC_BASKET1,59232.0,5.0,59223.0,1.0,59222.0,11.0,59233,11,59234.0,24.0,0.0,0.0,59232.5,0.0
0,3900,PICNIC_BASKET1,59237.0,6.0,59232.0,10.0,59231.0,27.0,59243,10,59244.0,27.0,0.0,0.0,59240.0,0.0
0,4000,PICNIC_BASKET1,59232.0,2.0,59231.0,13.0,59230.0,18.0,59242,15,59243.0,18.0,0.0,0.0,59237.0,0.0
