day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
0,0,KELP,2028.0,30.0,0.0,0.0,0.0,0.0,2032,30,0.0,0.0,0.0,0.0,2030.0,0.0
0,100,KELP,2030.0,4.0,2028.0,31.0,0.0,0.0,2032,31,0.0,0.0,0.0,0.0,2031.0,0.0
0,200,KELP,2029.0,1.0,2028.0,21.0,0.0,0.0,2032,22,0.0,0.0,0.0,0.0,2030.5,0.0
0,300,KELP,2029.0,25.0,0.0,0.0,0.0,0.0,2032,25,0.0,0.0,0.0,0.0,2030.5,0.0
0,400,KELP,2029.0,2.0,2028.0,23.0,0.0,0.0,2030,6,2032.0,25.0,0.0,0.0,2029.5,0.0
0,500,KELP,2028.0,24.0,0.0,0.0,0.0,0.0,2031,24,0.0,0.0,0.0,0.0,2029.5,0.0
0,600,KELP,2028.0,26.0,0.0,0.0,0.0,0.0,2031,26,0.0,0.0,0.0,0.0,2029.5,0.0
0,700,KELP,2029.0,5.0,2028.0,27.0,0.0,0.0,2032,27,0.0,0.0,0.0,0.0,2030.5,0.0
0,800,KELP,2028.0,26.0,0.0,0.0,0.0,0.0,2032,26,0.0,0.0,0.0,0.0,2030.0,0.0
0,900,KELP,2029.0,29.0,0.0,0.0,0.0,0.0,2032,29,0.0,0.0,0.0,0.0,2030.5,0.0
0,1000,KELP,2029.0,28.0,0.0,0.0,0.0,0.0,2032,28,0.0,0.0,0.0,0.0,2030.5,0.0
0,1100,KELP,2029.0,31.0,0.0,0.0,0.0,0.0,2032,25,0.0,0.0,0.0,0.0,2030.5,0.0
0,1200,KELP,2030.0,8.0,2029.0,30.0,0.0,0.0,2033,30,0.0,0.0,0.0,0.0,2031.5,0.0
0,1300,KELP,2029.0,28.0,0.0,0.0,0.0,0.0,2030,5,2033.0,28.0,0.0,0.0,2029.5,0.0
0,1400,KELP,2029.0,25.0,0.0,0.0,0.0,0.0,2033,26,0.0,0.0,0.0,0.0,2031.0,0.0
0,1500,KELP,2032.0,1.0,2029.0,22.0,0.0,0.0,2033,22,0.0,0.0,0.0,0.0,2032.5,0.0
0,1600,KELP,2029.0,23.0,0.0,0.0,0.0,0.0,2033,23,0.0,0.0,0.0,0.0,2031.0,0.0
0,1700,KELP,2029.0,27.0,0.0,0.0,0.0,0.0,2031,8,2033.0,27.0,0.0,0.0,2030.0,0.0
0,1800,KELP,2030.0,8.0,2029.0,27.0,0.0,0.0,2033,27,0.0,0.0,0.0,0.0,2031.5,0.0
0,1900,KELP,2030.0,31.0,0.0,0.0,0.0,0.0,2033,31,0.0,0.0,0.0,0.0,2031.5,0.0
0,2000,KELP,2030.0,19.0,0.0,0.0,0.0,0.0,2033,26,0.0,0.0,0.0,0.0,2031.5,0.0
0,2100,KELP,2030.0,23.0,0.0,0.0,0.0,0.0,2034,23,0.0,0.0,0.0,0.0,2032.0,0.0
0,2200,KELP,2030.0,32.0,0.0,0.0,0.0,0.0,2034,32,0.0,0.0,0.0,0.0,2032.0,0.0
0,2300,KELP,2030.0,24.0,0.0,0.0,0.0,0.0,2033,24,0.0,0.0,0.0,0.0,2031.5,0.0
0,2400,KELP,2032.0,10.0,2030.0,25.0,0.0,0.0,2033,25,0.0,0.0,0.0,0.0,2032.5,0.0
0,2500,KELP,2030.0,21.0,0.0,0.0,0.0,0.0,2033,1,2034.0,20.0,0.0,0.0,2031.5,0.0
0,2600,KELP,2030.0,25.0,0.0,0.0,0.0,0.0,2034,25,0.0,0.0,0.0,0.0,2032.0,0.0
0,2700,KELP,2030.0,25.0,0.0,0.0,0.0,0.0,2032,3,2033.0,1.0,2034.0,24.0,2031.0,0.0
0,2800,KELP,2033.0,1.0,2030.0,29.0,0.0,0.0,2034,29,0.0,0.0,0.0,0.0,2033.5,0.0
0,2900,KELP,2030.0,25.0,0.0,0.0,0.0,0.0,2034,25,0.0,0.0,0.0,0.0,2032.0,0.0
0,3000,KELP,2030.0,31.0,0.0,0.0,0.0,0.0,2034,31,0.0,0.0,0.0,0.0,2032.0,0.0
0,3100,KELP,2031.0,27.0,0.0,0.0,0.0,0.0,2034,28,0.0,0.0,0.0,0.0,2032.5,0.0
0,3200,KELP,2031.0,2.0,2030.0,30.0,0.0,0.0,2034,32,0.0,0.0,0.0,0.0,2032.5,0.0
0,3300,KELP,2031.0,28.0,0.0,0.0,0.0,0.0,2034,28,0.0,0.0,0.0,0.0,2032.5,0.0
0,3400,KELP,2030.0,29.0,0.0,0.0,0.0,0.0,2034,29,0.0,0.0,0.0,0.0,2032.0,0.0
