day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
2,0,JAMS,6519.0,56.0,6518.0,125.0,0.0,0.0,6520,56,6521.0,125.0,0.0,0.0,6519.5,0.0
2,100,JAMS,6519.0,189.0,0.0,0.0,0.0,0.0,6521,189,0.0,0.0,0.0,0.0,6520.0,0.0
2,200,JAMS,6519.0,75.0,6518.0,153.0,0.0,0.0,6520,75,6521.0,153.0,0.0,0.0,6519.5,0.0
2,300,JAMS,6519.0,53.0,6518.0,199.0,0.0,0.0,6520,53,6521.0,199.0,0.0,0.0,6519.5,0.0
2,400,JAMS,6519.0,78.0,6518.0,189.0,0.0,0.0,6520,78,6521.0,189.0,0.0,0.0,6519.5,0.0
2,500,JAMS,6518.0,286.0,0.0,0.0,0.0,0.0,6520,286,0.0,0.0,0.0,0.0,6519.0,0.0
2,600,JAMS,6518.0,256.0,0.0,0.0,0.0,0.0,6520,256,0.0,0.0,0.0,0.0,6519.0,0.0
2,700,JAMS,6519.0,261.0,0.0,0.0,0.0,0.0,6521,261,0.0,0.0,0.0,0.0,6520.0,0.0
2,800,JAMS,6519.0,225.0,0.0,0.0,0.0,0.0,6521,225,0.0,0.0,0.0,0.0,6520.0,0.0
2,900,JAMS,6519.0,222.0,0.0,0.0,0.0,0.0,6521,222,0.0,0.0,0.0,0.0,6520.0,0.0
2,1000,JAMS,6520.0,241.0,0.0,0.0,0.0,0.0,6522,241,0.0,0.0,0.0,0.0,6521.0,-9.07421875
2,1100,JAMS,6521.0,218.0,0.0,0.0,0.0,0.0,6523,218,0.0,0.0,0.0,0.0,6522.0,-19.15625
2,1200,JAMS,6521.0,262.0,0.0,0.0,0.0,0.0,6523,262,0.0,0.0,0.0,0.0,6522.0,-19.08203125
2,1300,JAMS,6522.0,249.0,0.0,0.0,0.0,0.0,6524,249,0.0,0.0,0.0,0.0,6523.0,-27.796875
