day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
0,0,VOLCANIC_ROCK_VOUCHER_10500,99.0,19.0,0.0,0.0,0.0,0.0,100,19,0.0,0.0,0.0,0.0,99.5,0.0
0,0,DJEMBES,13493.0,72.0,0.0,0.0,0.0,0.0,13494,72,0.0,0.0,0.0,0.0,13493.5,0.0
0,0,CROISSANTS,4321.0,111.0,0.0,0.0,0.0,0.0,4322,111,0.0,0.0,0.0,0.0,4321.5,0.0
0,0,JAMS,6631.0,210.0,0.0,0.0,0.0,0.0,6633,210,0.0,0.0,0.0,0.0,6632.0,0.0
0,0,VOLCANIC_ROCK_VOUCHER_10000,505.0,19.0,0.0,0.0,0.0,0.0,506,19,0.0,0.0,0.0,0.0,505.5,0.0
0,0,KELP,2028.0,30.0,0.0,0.0,0.0,0.0,2032,30,0.0,0.0,0.0,0.0,2030.0,0.0
0,0,VOLCANIC_ROCK_VOUCHER_9750,754.0,19.0,0.0,0.0,0.0,0.0,755,19,0.0,0.0,0.0,0.0,754.5,0.0
0,0,PICNIC_BASKET1,59223.0,19.0,59222.0,24.0,0.0,0.0,59234,19,59235.0,24.0,0.0,0.0,59228.5,0.0
0,0,PICNIC_BASKET2,30502.0,43.0,0.0,0.0,0.0,0.0,30508,19,30509.0,24.0,0.0,0.0,30505.0,0.0
0,0,VOLCANIC_ROCK_VOUCHER_9500,1003.0,19.0,0.0,0.0,0.0,0.0,1004,19,0.0,0.0,0.0,0.0,1003.5,0.0
0,0,RAINFOREST_RESIN,9992.0,30.0,0.0,0.0,0.0,0.0,10008,30,0.0,0.0,0.0,0.0,10000.0,0.0
0,0,VOLCANIC_ROCK_VOUCHER_10250,273.0,19.0,0.0,0.0,0.0,0.0,274,19,0.0,0.0,0.0,0.0,273.5,0.0
0,0,SQUID_INK,1968.0,30.0,0.0,0.0,0.0,0.0,1971,30,0.0,0.0,0.0,0.0,1969.5,0.0
0,0,VOLCANIC_ROCK,10502.0,205.0,0.0,0.0,0.0,0.0,10504,146,10505.0,59.0,0.0,0.0,10503.0,0.0
0,100,SQUID_INK,1969.0,4.0,1967.0,31.0,0.0,0.0,1971,31,0.0,0.0,0.0,0.0,1970.0,0.0
0,100,JAMS,6631.0,95.0,6630.0,170.0,0.0,0.0,6632,95,6633.0,170.0,0.0,0.0,6631.5,0.0
0,100,VOLCANIC_ROCK_VOUCHER_10000,515.0,13.0,0.0,0.0,0.0,0.0,516,13,0.0,0.0,0.0,0.0,515.5,0.0
0,100,KELP,2030.0,4.0,2028.0,31.0,0.0,0.0,2032,31,0.0,0.0,0.0,0.0,2031.0,0.0
